,,0
width,Country___Dutch,-0.015548037400793623
width,Country___France,-0.03139363941797967
width,Country___Germany,-0.04265161550976095
width,Country___Japan,-0.009652935154170681
width,Country___Others,-0.05051261553817677
width,Country___Swiss,-0.035010564276163766
width,Country___UK,0.06266590503719599
width,Country___USA,0.03384834302265936
width,Continent___East_Asia,-0.0027428512358837905
width,Continent___Europe,-0.025398324255425174
width,Continent___North_America,0.03384834302265936
width,Continent___Others,-0.025947793220356445
width,Tier___1,0.15264108295883838
width,Tier___2,-0.03202372911390814
width,Tier___3,-0.05854711253608705
width,Tier___4,-0.11503550056992551
width,Genre___Others,-0.008166701857183227
width,Genre___Photography,0.20840970580146068
width,Genre___Print,-0.018410569108508495
width,Genre___Sculpture,-0.21053531640955972
width,price_usd_prev_3_mean,0.05367810326528815
width,price_usd_prev_3_min,0.059792697693335575
width,price_usd_prev_3_max,0.041439385970404315
width,price_usd_prev_5_mean,0.04889403269626587
width,price_usd_prev_5_min,0.06451316762212714
width,price_usd_prev_5_max,0.02675465950064386
width,price_usd_prev_7_mean,0.04787942662335692
width,price_usd_prev_7_min,0.06008524702899986
width,price_usd_prev_7_max,0.019637768340037106
width,price_usd_prev_10_mean,0.04882783133347054
width,price_usd_prev_10_min,0.05702162207400108
width,price_usd_prev_10_max,0.013766977072314
width,price_inch_prev_3_mean,-0.06866563867728755
width,price_inch_prev_3_min,-0.07752335724549442
width,price_inch_prev_3_max,-0.05384805335892195
width,price_inch_prev_5_mean,-0.0821476298188415
width,price_inch_prev_5_min,-0.08550058205703871
width,price_inch_prev_5_max,-0.05720583367303404
width,price_inch_prev_7_mean,-0.08894133008950608
width,price_inch_prev_7_min,-0.08858544862185426
width,price_inch_prev_7_max,-0.05773347522835111
width,price_inch_prev_10_mean,-0.09955223291561961
width,price_inch_prev_10_min,-0.0873712265277473
width,price_inch_prev_10_max,-0.061877769088460446
width,price_same_size_prev_3_min,0.26862993913804906
width,price_same_size_prev_3_max,0.21716505761944987
width,price_same_size_prev_3_mean,0.27504151471088767
width,price_same_size_prev_5_min,0.28583962304487615
width,price_same_size_prev_5_max,0.29931009082873883
width,price_same_size_prev_5_mean,0.32127396889592863
width,price_same_size_prev_7_min,0.37249900435181627
width,price_same_size_prev_7_max,0.30868411253317013
width,price_same_size_prev_7_mean,0.31556819084135307
width,price_same_size_prev_10_min,0.38156096090191144
width,price_same_size_prev_10_max,0.31695663657413814
width,price_same_size_prev_10_mean,0.32116542892111555
width,artwork_order,-0.06611684040033727
width,gender_NA,0.008377891270960738
width,gender_female,-0.04361894805798317
width,gender_male,0.04304576907205279
width,edu_NA,0.02702040521963363
width,edu_abroad,-0.03361068800076404
width,edu_both,0.006377582514154991
width,edu_domestic,-0.003179930145318494
width,degree_NA,0.02702040521963363
width,grad,-0.034328956774929094
width,no_degree,-0.04693142077900151
width,undergrad,0.045479779839844144
width,elite_school,-0.005970281252876988
width,elite_school_NA,0.030894443724238684
width,non_elite_school,-0.01096690383393469
width,elite_award_not_received,0.03722225781127135
width,elite_award_received,-0.037222257811271385
case_id,year,0.0492515193621325
case_id,height,-0.027105140614981482
case_id,width,-0.03297061479196159
case_id,case_id,1.0
case_id,size_inchsqr,-0.006575936410108143
case_id,price_usd,-0.03136769216157627
case_id,meanprice_year,-0.01208096978504007
case_id,min_price,0.01990916748932344
case_id,max_price,-0.03286340664222712
case_id,medianprice_year,0.028892262985543454
case_id,cnt_mean,-0.010926484807402022
case_id,cnt_max,-0.024768187324955036
case_id,cnt_min,0.011613124885765299
case_id,cnt_median,0.023442585397646765
case_id,cot_mean,-0.010156847296385038
case_id,cot_max,-0.02702633790614075
case_id,cot_min,0.014425639036292244
case_id,ranking,0.025437101377264827
case_id,fest_biennal,-0.03714325726904027
case_id,private_inst,-0.16530766878697503
case_id,public_inst,-0.0879604034195577
case_id,solo_show,-0.07497612634890385
case_id,group_show,-0.10507878884047195
case_id,age,-0.09753116944866168
case_id,estimate_min_usd,-0.037402076970910476
case_id,estimate_max_usd,-0.03719604523603201
case_id,estimate_center_usd,-0.0373130417436369
case_id,log10_estimate_geo_mean_usd,-0.014814872122479481
case_id,estimate_range_usd,-0.035593751923025545
case_id,Country___Austria,-0.05669143181506668
case_id,Country___China,-0.03281702642235084
case_id,Country___Dutch,0.014827511773217148
case_id,Country___France,-0.058575839704489166
case_id,Country___Germany,-0.017690496305216376
case_id,Country___Japan,0.008934766592624602
case_id,Country___Others,0.03537617619719804
case_id,Country___Swiss,0.001641769415457588
case_id,Country___UK,-0.010075055698224946
case_id,Country___USA,0.054569866717553525
case_id,Continent___East_Asia,-0.02179710917648963
case_id,Continent___Europe,-0.06309493742833093
case_id,Continent___North_America,0.054569866717553525
case_id,Continent___Others,0.04474237821291831
case_id,Tier___1,0.062021953836603895
case_id,Tier___2,0.005308505953881469
case_id,Tier___3,-0.07244522864824629
case_id,Tier___4,-0.023441841952820654
case_id,Genre___Others,-0.0953317956966262
case_id,Genre___Photography,-0.07778420040751907
case_id,Genre___Print,0.19237955655203706
case_id,Genre___Sculpture,-0.0191020203318351
case_id,price_usd_prev_3_mean,-0.04342875312787384
case_id,price_usd_prev_3_min,-0.032431720144777694
case_id,price_usd_prev_3_max,-0.040441112137734186
case_id,price_usd_prev_5_mean,-0.048977898354296764
case_id,price_usd_prev_5_min,-0.03225365379131632
case_id,price_usd_prev_5_max,-0.04591625164784826
case_id,price_usd_prev_7_mean,-0.05260477491218223
case_id,price_usd_prev_7_min,-0.036655584724894635
case_id,price_usd_prev_7_max,-0.04935305877890952
case_id,price_usd_prev_10_mean,-0.05661183213273983
case_id,price_usd_prev_10_min,-0.03698828142085373
case_id,price_usd_prev_10_max,-0.055700738690718704
case_id,price_inch_prev_3_mean,-0.004998846840808638
case_id,price_inch_prev_3_min,0.01635895331451109
case_id,price_inch_prev_3_max,-0.008571297058915166
case_id,price_inch_prev_5_mean,-0.006064227739662617
case_id,price_inch_prev_5_min,0.02870885841349291
case_id,price_inch_prev_5_max,-0.012475243406766152
case_id,price_inch_prev_7_mean,-0.0069491151309203
case_id,price_inch_prev_7_min,0.03531872144082087
case_id,price_inch_prev_7_max,-0.015487384135355897
case_id,price_inch_prev_10_mean,-0.007970450037269023
case_id,price_inch_prev_10_min,0.04274555331659759
case_id,price_inch_prev_10_max,-0.019199629584210842
case_id,price_same_size_prev_3_min,-0.007606195754917586
case_id,price_same_size_prev_3_max,-0.01354378946685412
case_id,price_same_size_prev_3_mean,-0.015119304366352889
case_id,price_same_size_prev_5_min,-0.007053574160131893
case_id,price_same_size_prev_5_max,-0.004394827807970606
case_id,price_same_size_prev_5_mean,-0.005767638029838109
case_id,price_same_size_prev_7_min,-0.015085052387755309
case_id,price_same_size_prev_7_max,-0.005511011490162518
case_id,price_same_size_prev_7_mean,-0.0050926977398877485
case_id,price_same_size_prev_10_min,-0.015959634943893207
case_id,price_same_size_prev_10_max,-0.007137603843133707
case_id,price_same_size_prev_10_mean,-0.005916481757022992
case_id,artwork_order,-0.16269330906998836
case_id,gender_NA,-0.020416197053095775
case_id,gender_female,0.1195897840462684
case_id,gender_male,-0.11817466140933923
case_id,edu_NA,0.03585512193413437
case_id,edu_abroad,-0.08240734050026126
case_id,edu_both,0.18030287954756688
case_id,edu_domestic,-0.111084121307135
case_id,degree_NA,0.03585512193413437
case_id,grad,0.12070150523181146
case_id,no_degree,-0.04634151804441156
case_id,undergrad,-0.09756516621358272
case_id,elite_school,0.004903229378313133
case_id,elite_school_NA,0.02221243791089861
case_id,non_elite_school,-0.016315318577128826
case_id,elite_award_not_received,-0.05540599265376697
case_id,elite_award_received,0.055405992653767
size_inchsqr,year,-0.011152084397858962
size_inchsqr,height,0.4811630591445588
size_inchsqr,width,0.4940403405194447
size_inchsqr,case_id,-0.006575936410108143
size_inchsqr,size_inchsqr,1.0
size_inchsqr,price_usd,0.04663221759689189
size_inchsqr,meanprice_year,-0.004154846641022122
size_inchsqr,min_price,-0.013056531245427348
size_inchsqr,max_price,-0.004181112054161263
size_inchsqr,medianprice_year,-0.01147893628539273
size_inchsqr,cnt_mean,-0.014411530415984822
size_inchsqr,cnt_max,-0.007521883021366671
size_inchsqr,cnt_min,-0.013258923817890962
size_inchsqr,cnt_median,-0.018250840184818602
size_inchsqr,cot_mean,-0.003320108558185654
size_inchsqr,cot_max,-0.0031393163264347916
size_inchsqr,cot_min,-0.011160764780713072
size_inchsqr,ranking,-0.0016636181806847841
size_inchsqr,fest_biennal,-0.009856397457866331
size_inchsqr,private_inst,0.0013591688376037774
size_inchsqr,public_inst,-0.0006486303625134807
size_inchsqr,solo_show,0.005812722543388151
size_inchsqr,group_show,0.005844997240421141
size_inchsqr,age,-0.018058541988212697
size_inchsqr,estimate_min_usd,0.054545875414261556
size_inchsqr,estimate_max_usd,0.05447886512375435
size_inchsqr,estimate_center_usd,0.054552025105897475
size_inchsqr,log10_estimate_geo_mean_usd,0.0701482947178728
size_inchsqr,estimate_range_usd,0.05271247823426136
size_inchsqr,Country___Austria,-0.005193379833846928
size_inchsqr,Country___China,-0.000486545131464298
size_inchsqr,Country___Dutch,-0.0029332745386419245
size_inchsqr,Country___France,-0.008793619250334153
size_inchsqr,Country___Germany,0.006300669603518748
size_inchsqr,Country___Japan,-0.0017395099961595073
size_inchsqr,Country___Others,-0.01372295818518346
size_inchsqr,Country___Swiss,-0.007451937304137562
size_inchsqr,Country___UK,0.009694475109883086
size_inchsqr,Country___USA,0.0057868500871303755
size_inchsqr,Continent___East_Asia,-0.0016538645869090545
size_inchsqr,Continent___Europe,-0.0032444956083347537
size_inchsqr,Continent___North_America,0.0057868500871303755
size_inchsqr,Continent___Others,-0.007236963509586589
size_inchsqr,Tier___1,0.027133051239315028
size_inchsqr,Tier___2,-0.009000805595239417
size_inchsqr,Tier___3,-0.0005237364849341371
size_inchsqr,Tier___4,-0.02547488693011959
size_inchsqr,Genre___Others,0.010640684270597025
size_inchsqr,Genre___Photography,0.037556577190024316
size_inchsqr,Genre___Print,-0.014432888811452263
size_inchsqr,Genre___Sculpture,-0.038366421237567484
size_inchsqr,price_usd_prev_3_mean,0.009438776339243385
size_inchsqr,price_usd_prev_3_min,0.011428592518286342
size_inchsqr,price_usd_prev_3_max,0.007049530457959342
size_inchsqr,price_usd_prev_5_mean,0.010043122701263103
size_inchsqr,price_usd_prev_5_min,0.01312665614658505
size_inchsqr,price_usd_prev_5_max,0.006256870090246798
size_inchsqr,price_usd_prev_7_mean,0.012139482465959688
size_inchsqr,price_usd_prev_7_min,0.012297638594137216
size_inchsqr,price_usd_prev_7_max,0.007796165317117651
size_inchsqr,price_usd_prev_10_mean,0.014394123868316391
size_inchsqr,price_usd_prev_10_min,0.011296530690349372
size_inchsqr,price_usd_prev_10_max,0.009844626548832544
size_inchsqr,price_inch_prev_3_mean,-0.012793437793829472
size_inchsqr,price_inch_prev_3_min,-0.013612089533985825
size_inchsqr,price_inch_prev_3_max,-0.010117684757579093
size_inchsqr,price_inch_prev_5_mean,-0.012188039256557764
size_inchsqr,price_inch_prev_5_min,-0.014941695194599421
size_inchsqr,price_inch_prev_5_max,-0.00703434280449506
size_inchsqr,price_inch_prev_7_mean,-0.011140303317039616
size_inchsqr,price_inch_prev_7_min,-0.017005782361918534
size_inchsqr,price_inch_prev_7_max,-0.006637470270029848
size_inchsqr,price_inch_prev_10_mean,-0.013313859520096758
size_inchsqr,price_inch_prev_10_min,-0.017040850492708193
size_inchsqr,price_inch_prev_10_max,-0.008093259541326964
size_inchsqr,price_same_size_prev_3_min,0.4485630346039611
size_inchsqr,price_same_size_prev_3_max,0.21107604781769335
size_inchsqr,price_same_size_prev_3_mean,0.3092605849125281
size_inchsqr,price_same_size_prev_5_min,0.4890205930180822
size_inchsqr,price_same_size_prev_5_max,0.9021592856651625
size_inchsqr,price_same_size_prev_5_mean,0.9020048002211835
size_inchsqr,price_same_size_prev_7_min,0.15694815529217299
size_inchsqr,price_same_size_prev_7_max,0.8673559632447261
size_inchsqr,price_same_size_prev_7_mean,0.896674738694656
size_inchsqr,price_same_size_prev_10_min,0.16372079100744658
size_inchsqr,price_same_size_prev_10_max,0.8666227131644497
size_inchsqr,price_same_size_prev_10_mean,0.8980934753591099
size_inchsqr,artwork_order,-0.0026151613310217395
size_inchsqr,gender_NA,0.0013981225203709502
size_inchsqr,gender_female,-0.013331853593129727
size_inchsqr,gender_male,0.01322785250051784
size_inchsqr,edu_NA,0.005264544597144524
size_inchsqr,edu_abroad,-0.009275243736125297
size_inchsqr,edu_both,0.002538735626641823
size_inchsqr,edu_domestic,-0.00016561589262813258
size_inchsqr,degree_NA,0.005264544597144524
size_inchsqr,grad,0.0021568310835520708
size_inchsqr,no_degree,-0.011944436767639607
size_inchsqr,undergrad,0.002597223076716159
size_inchsqr,elite_school,0.00046293335246915706
size_inchsqr,elite_school_NA,0.005786139780731824
size_inchsqr,non_elite_school,-0.003503456809851032
size_inchsqr,elite_award_not_received,0.0006999367642501982
size_inchsqr,elite_award_received,-0.0006999367642501913
price_usd,year,0.05676141501972292
price_usd,height,0.24595500724505076
price_usd,width,0.24247168273906344
price_usd,case_id,-0.03136769216157627
price_usd,size_inchsqr,0.04663221759689189
price_usd,price_usd,1.0
price_usd,meanprice_year,0.1986453716482497
price_usd,min_price,0.06229871711791707
price_usd,max_price,0.047114271267165636
price_usd,medianprice_year,0.22903615223792595
price_usd,cnt_mean,0.21905718693847318
price_usd,cnt_max,0.03895326316124708
price_usd,cnt_min,0.09226491512350052
price_usd,cnt_median,0.25996622257227453
price_usd,cot_mean,0.1929502013915286
price_usd,cot_max,0.037690461950440186
price_usd,cot_min,0.07765201301581687
price_usd,ranking,-0.03485386578272276
price_usd,fest_biennal,0.03282213253479546
price_usd,private_inst,0.0762855266827935
price_usd,public_inst,0.0918262594903683
price_usd,solo_show,0.02952723270287138
price_usd,group_show,0.08917287899059173
price_usd,age,-0.011549512236140596
price_usd,estimate_min_usd,0.894221319605467
price_usd,estimate_max_usd,0.8952524008943059
price_usd,estimate_center_usd,0.8955627054240067
price_usd,log10_estimate_geo_mean_usd,0.6260659570574993
price_usd,estimate_range_usd,0.8714971010324946
price_usd,Country___Austria,-0.05123085435378513
price_usd,Country___China,-0.0043851813957822
price_usd,Country___Dutch,-0.025760316454781888
price_usd,Country___France,-0.05565405357404106
price_usd,Country___Germany,-0.054638533429137555
price_usd,Country___Japan,-0.006755302010219661
price_usd,Country___Others,-0.06993895844157376
price_usd,Country___Swiss,-0.036711338785150364
price_usd,Country___UK,0.147986092007232
price_usd,Country___USA,0.003941333311373105
price_usd,Continent___East_Asia,-0.006980938180866189
price_usd,Continent___Europe,0.008687743968981008
price_usd,Continent___North_America,0.003941333311373105
price_usd,Continent___Others,-0.03703739203652031
price_usd,Tier___1,0.21051978733885554
price_usd,Tier___2,-0.047510505723583236
price_usd,Tier___3,-0.08538560336713126
price_usd,Tier___4,-0.15281541177559654
price_usd,Genre___Others,-0.1485642744635871
price_usd,Genre___Photography,0.291113308765493
price_usd,Genre___Print,-0.08093025010978813
price_usd,Genre___Sculpture,-0.0969163611928356
price_usd,price_usd_prev_3_mean,0.3756604179363247
price_usd,price_usd_prev_3_min,0.28355990660257
price_usd,price_usd_prev_3_max,0.34649573948866624
price_usd,price_usd_prev_5_mean,0.38167890045481945
price_usd,price_usd_prev_5_min,0.2501595460012092
price_usd,price_usd_prev_5_max,0.3387523898158345
price_usd,price_usd_prev_7_mean,0.3884430139845754
price_usd,price_usd_prev_7_min,0.2397137270709807
price_usd,price_usd_prev_7_max,0.3350630389224709
price_usd,price_usd_prev_10_mean,0.39171823468276323
price_usd,price_usd_prev_10_min,0.218225118953875
price_usd,price_usd_prev_10_max,0.326125740765399
price_usd,price_inch_prev_3_mean,0.1422463326470602
price_usd,price_inch_prev_3_min,0.16339304172933902
price_usd,price_inch_prev_3_max,0.11165970937145911
price_usd,price_inch_prev_5_mean,0.1561937935276948
price_usd,price_inch_prev_5_min,0.1508813931141159
price_usd,price_inch_prev_5_max,0.11134612505809449
price_usd,price_inch_prev_7_mean,0.16596529752372874
price_usd,price_inch_prev_7_min,0.1430319260535067
price_usd,price_inch_prev_7_max,0.11113395111267171
price_usd,price_inch_prev_10_mean,0.171842575124797
price_usd,price_inch_prev_10_min,0.13196155049075126
price_usd,price_inch_prev_10_max,0.10772772870591597
price_usd,price_same_size_prev_3_min,0.12964256564980128
price_usd,price_same_size_prev_3_max,0.14438912568333226
price_usd,price_same_size_prev_3_mean,0.17758430108396014
price_usd,price_same_size_prev_5_min,0.12622768484856797
price_usd,price_same_size_prev_5_max,0.0279454847790591
price_usd,price_same_size_prev_5_mean,0.04839501544613018
price_usd,price_same_size_prev_7_min,0.3151649100524623
price_usd,price_same_size_prev_7_max,0.030652005563485393
price_usd,price_same_size_prev_7_mean,0.03522130798476636
price_usd,price_same_size_prev_10_min,0.30654217828415625
price_usd,price_same_size_prev_10_max,0.037518869527615656
price_usd,price_same_size_prev_10_mean,0.039771688068901065
price_usd,artwork_order,0.029847460696040787
price_usd,gender_NA,0.010072591171154178
price_usd,gender_female,-0.01492251184860103
price_usd,gender_male,0.014285135141684887
price_usd,edu_NA,-0.007950495694689724
price_usd,edu_abroad,-0.004235568702358422
price_usd,edu_both,-0.0109727195774296
price_usd,edu_domestic,0.014914933313036853
price_usd,degree_NA,-0.007950495694689724
price_usd,grad,0.010671170633698985
price_usd,no_degree,-0.03739157107711165
price_usd,undergrad,0.016110268801497983
price_usd,elite_school,-0.03600420502600994
price_usd,elite_school_NA,-0.006352329684213677
price_usd,non_elite_school,0.036387843999104594
price_usd,elite_award_not_received,-0.06898042672442832
price_usd,elite_award_received,0.06898042672442833
meanprice_year,year,0.08982481634441951
meanprice_year,height,-0.12029167052041541
meanprice_year,width,-0.11785421193818126
meanprice_year,case_id,-0.01208096978504007
meanprice_year,size_inchsqr,-0.004154846641022122
meanprice_year,price_usd,0.1986453716482497
meanprice_year,meanprice_year,1.0
meanprice_year,min_price,0.217398312435299
meanprice_year,max_price,0.6055936833411104
meanprice_year,medianprice_year,0.6599960100924022
meanprice_year,cnt_mean,0.8331201255354559
meanprice_year,cnt_max,0.5166862486063425
meanprice_year,cnt_min,0.21606579772136023
meanprice_year,cnt_median,0.5601476041989233
meanprice_year,cot_mean,0.8631160640569556
meanprice_year,cot_max,0.536104666092135
meanprice_year,cot_min,0.21382430034305902
meanprice_year,ranking,-0.12055515699898757
meanprice_year,fest_biennal,0.04454095340300221
